what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1364782064685
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1364782066095
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1364782068192
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364782069992
started,bundle,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.ui",1364782076123
error,log,,,"A workspace crash was detected. The previous session did not exit normally. Not using saved taglib indexes.",1364782076237
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1364782076250
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364782076470
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.rename",1364782076477
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1364782078930
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1364782078954
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1364782088108
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1364782088730
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1364782090160
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1364782090984
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1364782091013
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1364782091921
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364782093026
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364782097653
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.rename",1364782097658
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1364782097672
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1364782099977
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1364782101241
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1364782102379
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1364782103525
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1364782104340
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1364782106128
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1364782106128
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1364782107031
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1364782108020
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildProject",1364782109795
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1364782112035
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1364782121372
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1364782122163
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1364782132969
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1364782135093
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1364782142037
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1364782148722
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1364782149122
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1364782162024
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1364782164947
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1364782167314
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1364782171249
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1364782183326
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1364782183802
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364782195346
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364782304423
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1364782325313
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1364782325355
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1364782325356
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1364782325357
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1364782332236
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364782334223
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364782336123
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364782338022
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364782455074
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1364782457005
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1364782458303
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364782461486
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364782464387
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1364782464392
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.rename",1364782464392
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1364782466817
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1364782469850
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1364782471971
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1364782477929
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1364782478977
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildProject",1364782481727
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364782482015
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364782485350
started,bundle,com.google.gdt.eclipse.maven,3.1.0.v201208080120-rel-r37,"com.google.gdt.eclipse.maven",1364782490919
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1364782490922
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364782493703
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364782498351
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364782499430
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364782506345
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364782512096
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364782514027
opened,view,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms.views.LogCatView",1364782514090
activated,view,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms.views.LogCatView",1364782514111
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1364782528484
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1364782535637
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364782538461
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364782559056
activated,view,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms.views.LogCatView",1364782560896
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364782580394
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364782613078
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1364782620836
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364782626454
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364782629207
opened,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1364782629617
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1364782629669
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.navigate.openResource",1364782629684
started,bundle,org.eclipse.jem.workbench,2.0.400.v201104251400,"org.eclipse.jem.workbench",1364782630857
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1364782630899
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1364782639523
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1364782641174
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1364782642364
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1364782643921
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildProject",1364782646336
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364782646612
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364782648200
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364782649276
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364782691599
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1364782692804
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1364782699873
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364782704766
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364782706703
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364782707533
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364782726137
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1364782728037
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1364782729417
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1364782739296
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364782741296
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364782862116
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364782874276
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364782876681
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364782877068
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364782877599
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364782877937
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364783131564
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364783134769
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364783137528
activated,view,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms.views.LogCatView",1364783139486
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1364783149532
