what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1364785494847
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364785497309
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364785498590
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.cleanAction",1364785498594
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364785498872
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364785500845
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364785501886
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364785682962
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1364785684167
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364785692482
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364785770142
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364785772226
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364785798230
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1364785799674
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1364785801016
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1364785802029
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildProject",1364785807646
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364785807942
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364785810184
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1364785822475
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1364785822500
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1364785829212
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364785832502
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1364785836851
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364785836880
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1364785836898
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildProject",1364785844414
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364785853251
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364785855327
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1364785859863
activated,view,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms.views.LogCatView",1364785861551
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1364785864980
activated,view,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms.views.LogCatView",1364785879381
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1364785887501
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1364785889934
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364785899005
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364785901100
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364785901495
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364785946958
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1364785949145
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1364785954867
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1364785954896
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1364785960450
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1364785960583
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1364785963485
error,log,,,"Failed converting ECJ parse tree to Lombok for file E:\\Personal Projects\\fitness-pal-android-app\\Fit.Pal\\src\\com\\fitpal\\android\\news_feed\\ui\\NewsFeedFragment.java",1364785963492
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1364785965199
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1364785967323
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1364785967649
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1364785974029
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1364785980491
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1364785981033
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1364785981091
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364785983030
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364785995403
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1364785997066
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildProject",1364785999762
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1364786002557
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1364786002572
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1364786002572
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364786005261
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364786007233
activated,view,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms.views.LogCatView",1364786008295
